Store Type,Metric,Includes Online Sales,Period,Percentage Change,Term,Period Type
Directly-Run Stores,Customer Numbers,1,Oct '18,-5.5,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Oct '18,-4.799999999999997,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,Nov '18,-4.299999999999997,September 2018 to August 2019,Monthly
Same Stores,Customer Numbers,1,Nov '18,-1.7000000000000028,September 2018 to August 2019,Monthly
Same Stores,Average Purchase per Customer,1,Nov '18,-2.700000000000003,September 2018 to August 2019,Monthly
Directly-Run Stores,Net Sales,1,Nov '18,-4.400000000000006,September 2018 to August 2019,Monthly
Directly-Run Stores,Customer Numbers,1,Nov '18,-1.5999999999999943,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Nov '18,-2.799999999999997,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,Dec '18,5.200000000000003,September 2018 to August 2019,Monthly
Same Stores,Customer Numbers,1,Dec '18,4.299999999999997,September 2018 to August 2019,Monthly
Same Stores,Average Purchase per Customer,1,Dec '18,0.9000000000000057,September 2018 to August 2019,Monthly
Directly-Run Stores,Net Sales,1,Dec '18,5.200000000000003,September 2018 to August 2019,Monthly
Directly-Run Stores,Customer Numbers,1,Dec '18,4.299999999999997,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Dec '18,0.7999999999999972,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,Jan '19,-1.0,September 2018 to August 2019,Monthly
Same Stores,Customer Numbers,1,Jan '19,-0.9000000000000057,September 2018 to August 2019,Monthly
Same Stores,Average Purchase per Customer,1,Jan '19,-0.09999999999999432,September 2018 to August 2019,Monthly
Directly-Run Stores,Net Sales,1,Jan '19,-0.9000000000000057,September 2018 to August 2019,Monthly
Directly-Run Stores,Customer Numbers,1,Jan '19,-0.7999999999999972,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jan '19,-0.20000000000000284,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,Feb '19,3.0,September 2018 to August 2019,Monthly
Same Stores,Customer Numbers,1,Feb '19,4.5,September 2018 to August 2019,Monthly
Same Stores,Average Purchase per Customer,1,Feb '19,-1.4000000000000057,September 2018 to August 2019,Monthly
Directly-Run Stores,Net Sales,1,Feb '19,3.0,September 2018 to August 2019,Monthly
Directly-Run Stores,Customer Numbers,1,Feb '19,4.5,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Feb '19,-1.4000000000000057,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,Six months to Feb '19,-0.9000000000000057,September 2018 to August 2019,Biannual
Same Stores,Customer Numbers,1,Six months to Feb '19,0.4000000000000057,September 2018 to August 2019,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Feb '19,-1.2999999999999972,September 2018 to August 2019,Biannual
Directly-Run Stores,Net Sales,1,Six months to Feb '19,-1.0,September 2018 to August 2019,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Feb '19,0.4000000000000057,September 2018 to August 2019,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Feb '19,-1.2999999999999972,September 2018 to August 2019,Biannual
Same Stores,Net Sales,1,Mar '19,4.5,September 2018 to August 2019,Monthly
Same Stores,Customer Numbers,1,Mar '19,10.099999999999994,September 2018 to August 2019,Monthly
Same Stores,Average Purchase per Customer,1,Mar '19,-5.099999999999994,September 2018 to August 2019,Monthly
Directly-Run Stores,Net Sales,1,Mar '19,4.200000000000003,September 2018 to August 2019,Monthly
Directly-Run Stores,Customer Numbers,1,Mar '19,9.900000000000006,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Mar '19,-5.099999999999994,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,Apr '19,-1.7000000000000028,September 2018 to August 2019,Monthly
Same Stores,Customer Numbers,1,Apr '19,0.7000000000000028,September 2018 to August 2019,Monthly
Same Stores,Average Purchase per Customer,1,Apr '19,-2.4000000000000057,September 2018 to August 2019,Monthly
Directly-Run Stores,Net Sales,1,Apr '19,-1.5999999999999943,September 2018 to August 2019,Monthly
Directly-Run Stores,Customer Numbers,1,Apr '19,0.7999999999999972,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Apr '19,-2.4000000000000057,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,May '19,-1.7999999999999972,September 2018 to August 2019,Monthly
Same Stores,Customer Numbers,1,May '19,1.2999999999999972,September 2018 to August 2019,Monthly
Same Stores,Average Purchase per Customer,1,May '19,-3.0999999999999943,September 2018 to August 2019,Monthly
Directly-Run Stores,Net Sales,1,May '19,-1.7000000000000028,September 2018 to August 2019,Monthly
Directly-Run Stores,Customer Numbers,1,May '19,1.5,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,May '19,-3.200000000000003,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,Jun '19,27.299999999999997,September 2018 to August 2019,Monthly
Same Stores,Customer Numbers,1,Jun '19,25.599999999999994,September 2018 to August 2019,Monthly
Same Stores,Average Purchase per Customer,1,Jun '19,1.4000000000000057,September 2018 to August 2019,Monthly
Directly-Run Stores,Net Sales,1,Jun '19,26.900000000000006,September 2018 to August 2019,Monthly
Directly-Run Stores,Customer Numbers,1,Jun '19,25.5,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jun '19,1.0999999999999943,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,Jul '19,-10.0,September 2018 to August 2019,Monthly
Same Stores,Customer Numbers,1,Jul '19,-5.799999999999997,September 2018 to August 2019,Monthly
Same Stores,Average Purchase per Customer,1,Jul '19,-4.5,September 2018 to August 2019,Monthly
Directly-Run Stores,Net Sales,1,Jul '19,-10.299999999999997,September 2018 to August 2019,Monthly
Directly-Run Stores,Customer Numbers,1,Jul '19,-5.799999999999997,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jul '19,-4.700000000000003,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,Aug '19,9.900000000000006,September 2018 to August 2019,Monthly
Same Stores,Customer Numbers,1,Aug '19,13.5,September 2018 to August 2019,Monthly
Same Stores,Average Purchase per Customer,1,Aug '19,-3.200000000000003,September 2018 to August 2019,Monthly
Directly-Run Stores,Net Sales,1,Aug '19,9.5,September 2018 to August 2019,Monthly
Directly-Run Stores,Customer Numbers,1,Aug '19,13.299999999999997,September 2018 to August 2019,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Aug '19,-3.299999999999997,September 2018 to August 2019,Monthly
Same Stores,Net Sales,1,Six months to Aug '19,3.5,September 2018 to August 2019,Biannual
Same Stores,Customer Numbers,1,Six months to Aug '19,6.599999999999994,September 2018 to August 2019,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Aug '19,-2.9000000000000057,September 2018 to August 2019,Biannual
Directly-Run Stores,Net Sales,1,Six months to Aug '19,3.4000000000000057,September 2018 to August 2019,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Aug '19,6.599999999999994,September 2018 to August 2019,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Aug '19,-3.0,September 2018 to August 2019,Biannual
Same Stores,Net Sales,1,Year to Aug '19,1.0,September 2018 to August 2019,Annual
Same Stores,Customer Numbers,1,Year to Aug '19,3.299999999999997,September 2018 to August 2019,Annual
Same Stores,Average Purchase per Customer,1,Year to Aug '19,-2.200000000000003,September 2018 to August 2019,Annual
Directly-Run Stores,Net Sales,1,Year to Aug '19,0.9000000000000057,September 2018 to August 2019,Annual
Directly-Run Stores,Customer Numbers,1,Year to Aug '19,3.299999999999997,September 2018 to August 2019,Annual
Directly-Run Stores,Average Purchase per Customer,1,Year to Aug '19,-2.299999999999997,September 2018 to August 2019,Annual
Same Stores,Net Sales,1,Sep '19,-4.200000000000003,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Sep '19,0.4000000000000057,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Sep '19,-4.599999999999994,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Sep '19,-4.299999999999997,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Sep '19,0.5,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Sep '19,-4.700000000000003,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Oct '19,-1.9000000000000057,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Oct '19,5.599999999999994,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Oct '19,-7.099999999999994,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Oct '19,-2.5999999999999943,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Oct '19,5.0,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Oct '19,-7.299999999999997,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Nov '19,-5.5,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Nov '19,-3.299999999999997,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Nov '19,-2.299999999999997,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Nov '19,-5.799999999999997,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Nov '19,-3.299999999999997,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Nov '19,-2.5,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Dec '19,-5.299999999999997,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Dec '19,-2.200000000000003,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Dec '19,-3.0999999999999943,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Dec '19,-5.5,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Dec '19,-2.200000000000003,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Dec '19,-3.4000000000000057,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Jan '20,-7.900000000000006,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Jan '20,-5.099999999999994,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Jan '20,-2.9000000000000057,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Jan '20,-8.099999999999994,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Jan '20,-5.099999999999994,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jan '20,-3.0999999999999943,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Feb '20,0.7999999999999972,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Feb '20,-0.09999999999999432,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Feb '20,0.7999999999999972,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Feb '20,0.29999999999999716,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Feb '20,-0.4000000000000057,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Feb '20,0.5999999999999943,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Six months to Feb '20,-4.599999999999994,September 2019 to August 2020,Biannual
Same Stores,Customer Numbers,1,Six months to Feb '20,-1.2000000000000028,September 2019 to August 2020,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Feb '20,-3.5,September 2019 to August 2020,Biannual
Directly-Run Stores,Net Sales,1,Six months to Feb '20,-4.900000000000006,September 2019 to August 2020,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Feb '20,-1.2999999999999972,September 2019 to August 2020,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Feb '20,-3.700000000000003,September 2019 to August 2020,Biannual
Same Stores,Net Sales,1,Mar '20,-27.799999999999997,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Mar '20,-32.400000000000006,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Mar '20,6.900000000000006,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Mar '20,-28.099999999999994,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Mar '20,-32.5,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Mar '20,6.599999999999994,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Apr '20,-56.5,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Apr '20,-60.6,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Apr '20,10.400000000000006,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Apr '20,-57.7,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Apr '20,-61.5,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Apr '20,9.799999999999997,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,May '20,-18.099999999999994,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,May '20,-31.299999999999997,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,May '20,19.099999999999994,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,May '20,-19.700000000000003,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,May '20,-32.400000000000006,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,May '20,18.900000000000006,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Jun '20,26.200000000000003,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Jun '20,13.900000000000006,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Jun '20,10.799999999999997,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Jun '20,26.200000000000003,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Jun '20,14.200000000000003,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jun '20,10.5,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Jul '20,4.400000000000006,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Jul '20,2.5,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Jul '20,1.9000000000000057,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Jul '20,4.700000000000003,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Jul '20,2.700000000000003,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jul '20,1.9000000000000057,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Aug '20,29.80000000000001,September 2019 to August 2020,Monthly
Same Stores,Customer Numbers,1,Aug '20,26.0,September 2019 to August 2020,Monthly
Same Stores,Average Purchase per Customer,1,Aug '20,3.0,September 2019 to August 2020,Monthly
Directly-Run Stores,Net Sales,1,Aug '20,29.900000000000006,September 2019 to August 2020,Monthly
Directly-Run Stores,Customer Numbers,1,Aug '20,26.099999999999994,September 2019 to August 2020,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Aug '20,3.0,September 2019 to August 2020,Monthly
Same Stores,Net Sales,1,Six months to Aug '20,-9.599999999999994,September 2019 to August 2020,Biannual
Same Stores,Customer Numbers,1,Six months to Aug '20,-14.400000000000006,September 2019 to August 2020,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Aug '20,5.599999999999994,September 2019 to August 2020,Biannual
Directly-Run Stores,Net Sales,1,Six months to Aug '20,-10.099999999999994,September 2019 to August 2020,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Aug '20,-14.599999999999994,September 2019 to August 2020,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Aug '20,5.299999999999997,September 2019 to August 2020,Biannual
Same Stores,Net Sales,1,Year to Aug '20,-6.799999999999997,September 2019 to August 2020,Annual
Same Stores,Customer Numbers,1,Year to Aug '20,-7.599999999999994,September 2019 to August 2020,Annual
Same Stores,Average Purchase per Customer,1,Year to Aug '20,0.7999999999999972,September 2019 to August 2020,Annual
Directly-Run Stores,Net Sales,1,Year to Aug '20,-7.200000000000003,September 2019 to August 2020,Annual
Directly-Run Stores,Customer Numbers,1,Year to Aug '20,-7.799999999999997,September 2019 to August 2020,Annual
Directly-Run Stores,Average Purchase per Customer,1,Year to Aug '20,0.5999999999999943,September 2019 to August 2020,Annual
Same Stores,Net Sales,1,Sep '20,10.0,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Sep '20,8.5,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Sep '20,1.4000000000000057,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Sep '20,10.400000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Sep '20,9.0,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Sep '20,1.2999999999999972,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Oct '20,16.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Oct '20,0.9000000000000057,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Oct '20,15.099999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Oct '20,16.5,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Oct '20,1.4000000000000057,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Oct '20,14.900000000000006,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Nov '20,0.5,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Nov '20,-4.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Nov '20,4.900000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Nov '20,0.7999999999999972,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Nov '20,-4.099999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Nov '20,5.0,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Dec '20,6.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Dec '20,0.29999999999999716,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Dec '20,5.900000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Dec '20,6.099999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Dec '20,0.29999999999999716,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Dec '20,5.799999999999997,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Jan '21,2.0,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Jan '21,-0.29999999999999716,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Jan '21,2.4000000000000057,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Jan '21,1.7999999999999972,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Jan '21,-0.29999999999999716,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jan '21,2.0999999999999943,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Feb '21,0.4000000000000057,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Feb '21,0.09999999999999432,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Feb '21,0.29999999999999716,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Feb '21,1.2999999999999972,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Feb '21,1.2000000000000028,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Feb '21,0.09999999999999432,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Six months to Feb '21,5.599999999999994,September 2020 to August 2021,Biannual
Same Stores,Customer Numbers,1,Six months to Feb '21,0.29999999999999716,September 2020 to August 2021,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Feb '21,5.299999999999997,September 2020 to August 2021,Biannual
Directly-Run Stores,Net Sales,1,Six months to Feb '21,5.799999999999997,September 2020 to August 2021,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Feb '21,0.5999999999999943,September 2020 to August 2021,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Feb '21,5.200000000000003,September 2020 to August 2021,Biannual
Same Stores,Net Sales,1,Mar '21,40.19999999999999,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Mar '21,46.69999999999999,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Mar '21,-4.400000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Mar '21,41.5,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Mar '21,47.900000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Mar '21,-4.400000000000006,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Apr '21,84.5,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Apr '21,117.30000000000001,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Apr '21,-15.099999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Apr '21,92.1,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Apr '21,126.0,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Apr '21,-15.0,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,May '21,-0.5999999999999943,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,May '21,19.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,May '21,-16.599999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,May '21,3.5999999999999943,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,May '21,24.599999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,May '21,-16.900000000000006,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Jun '21,-19.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Jun '21,-8.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Jun '21,-11.900000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Jun '21,-17.299999999999997,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Jun '21,-5.900000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jun '21,-12.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Jul '21,0.09999999999999432,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Jul '21,2.799999999999997,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Jul '21,-2.5999999999999943,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Jul '21,2.0,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Jul '21,5.099999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jul '21,-2.9000000000000057,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Aug '21,-38.9,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Aug '21,-35.2,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Aug '21,-5.700000000000003,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Aug '21,-37.3,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Aug '21,-33.099999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Aug '21,-6.299999999999997,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Six months to Aug '21,0.9000000000000057,September 2020 to August 2021,Biannual
Same Stores,Customer Numbers,1,Six months to Aug '21,8.799999999999997,September 2020 to August 2021,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Aug '21,-7.299999999999997,September 2020 to August 2021,Biannual
Directly-Run Stores,Net Sales,1,Six months to Aug '21,3.200000000000003,September 2020 to August 2021,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Aug '21,11.400000000000006,September 2020 to August 2021,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Aug '21,-7.400000000000006,September 2020 to August 2021,Biannual
Same Stores,Net Sales,1,Year to Aug '21,3.5999999999999943,September 2020 to August 2021,Annual
Same Stores,Customer Numbers,1,Year to Aug '21,4.0,September 2020 to August 2021,Annual
Same Stores,Average Purchase per Customer,1,Year to Aug '21,-0.4000000000000057,September 2020 to August 2021,Annual
Directly-Run Stores,Net Sales,1,Year to Aug '21,4.700000000000003,September 2020 to August 2021,Annual
Directly-Run Stores,Customer Numbers,1,Year to Aug '21,5.400000000000006,September 2020 to August 2021,Annual
Directly-Run Stores,Average Purchase per Customer,1,Year to Aug '21,-0.7000000000000028,September 2020 to August 2021,Annual
Same Stores,Net Sales,1,Sep '21,-19.099999999999994,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Sep '21,-19.0,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Sep '21,-0.09999999999999432,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Sep '21,-19.799999999999997,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Sep '21,-20.0,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Sep '21,0.29999999999999716,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Oct '21,-4.799999999999997,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Oct '21,-4.5,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Oct '21,-0.29999999999999716,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Oct '21,-5.200000000000003,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Oct '21,-5.200000000000003,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Oct '21,0.09999999999999432,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Nov '21,-4.599999999999994,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Nov '21,0.9000000000000057,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Nov '21,-5.5,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Nov '21,-5.099999999999994,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Nov '21,0.09999999999999432,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Nov '21,-5.200000000000003,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Dec '21,-11.099999999999994,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Dec '21,-5.200000000000003,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Dec '21,-6.299999999999997,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Dec '21,-8.200000000000003,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Dec '21,-2.4000000000000057,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Dec '21,-5.900000000000006,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Jan '22,-7.099999999999994,September 2021 to August 2022,Monthly
